Measurement,DateTime,Days_since_transplanting,T_treatment,Water_treatment,chamber,Tree_number,Stem_number,Plant_height,Crown_width_NS,Crown_width_EW,1st_Order_Branches,2nd_Order_Branches,Total_Leaf_Number,0,15,30,65,95,130,160,190,220,250,280,310,340,370,400,430,460,490,520,550,580,610,640,670,700,730,760,790,820,850,880,910,940,Plant_Health,Insect_Damage,Comments
12,2013-04-30,49,reference,control,C15,76,1,164,35,45,9,,,,10.95,10.15,7.30,5.60,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - new growing tip. Branches have lost leaves. Some new growth
13,2013-05-14,63,reference,control,C15,76,1,165,35,45,9,,,,11.05,10.00,7.40,5.80,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, New growth
14,2013-05-28,77,reference,control,C15,76,1,170,35,45,7,,,,10.90,10.10,7.60,6.10,4.45,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, New growth
15,2013-06-13,93,reference,control,C15,76,1,176,35,45,3,1,,,11.00,10.40,7.55,6.40,4.80,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, New growth
16,2013-06-26,106,reference,control,C15,76,1,177,35,45,3,1,,,11.15,10.10,7.60,6.85,5.20,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, New growth
17,2013-07-10,120,reference,control,C15,76,1,183,35,50,12,3,,,11.00,10.00,7.70,7.10,5.55,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, New growth branch labelling. 2 dead branches. Not many leaves on lower branches
18,2013-07-23,133,reference,control,C15,76,1,183,35,50,14,3,,,11.10,10.35,8.15,7.40,6.20,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, New growth Curly lves
19,2013-08-05,146,reference,control,C15,76,1,183,40,70,14,3,,,11.60,10.95,8.55,7.85,6.45,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,New growth
20,2013-08-20,161,reference,control,C15,76,1,191,40,65,18,3,,,12.70,11.40,9.65,8.45,7.50,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
21,2013-09-05,177,reference,control,C15,76,1,185,50,70,16,3,,,13.05,12.40,10.40,9.35,7.80,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Lvs rippled. Leaning. Straighten = 191
22,2013-09-17,189,reference,control,C15,76,1,202,50,60,17,,,,13.80,12.95,11.25,10.00,8.70,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,photo taken
23,2013-10-01,203,reference,control,C15,76,1,204,65,70,18,,,,15.10,14.25,12.50,11.00,9.65,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
24,2013-10-15,217,reference,control,C15,76,1,212,70,75,19,,,,16.30,15.25,13.50,11.85,10.45,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,reference,control,C15,76,1,211,70,80,19,,,,18.50,17.25,14.70,13.05,11.60,9.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Gt eaten
26,2013-11-12,245,reference,control,C15,76,1,224,75,85,,,,,20.45,18.70,15.90,14.10,12.80,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,GT eaten
27,2013-11-26,259,reference,control,C15,76,1,246,85,85,,,,,21.40,20.00,16.90,15.15,13.70,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
28,2013-12-10,273,reference,control,C15,76,1,277,90,95,,,,,23.00,21.05,18.50,16.45,15.05,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
29,2013-12-24,287,reference,control,C15,76,1,292,85,90,,,,,24.90,22.90,19.70,18.25,16.85,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
30,2014-01-07,301,reference,control,C15,76,1,322.6,85,110,,,,,26.50,24.50,21.50,20.00,18.50,17.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
31,2014-01-21,315,reference,control,C15,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2014-02-04,329,reference,control,C15,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2014-02-18,343,reference,,C15,76,1,343,115,130,,,,,32.00,30.00,27.00,25.80,24.20,22.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2014-03-04,357,reference,,C15,76,1,368,150,150,,,,,33.80,32.00,28.80,27.10,25.90,23.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
35,2014-03-19,372,reference,,C15,76,1,395,165,155,,,,,36.10,34.20,30.70,29.10,27.90,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
36,2014-04-01,385,reference,,C15,76,1,428,160,145,,,,,38.10,36.10,32.50,30.90,29.50,27.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
37,2014-04-16,400,reference,,C15,76,1,443,150,150,,,,,40.50,38.10,34.10,32.60,30.90,29.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
38,2014-04-29,413,reference,,C15,76,1,454,160,160,,,,,42.20,39.90,36.00,34.00,32.00,31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
39,2014-05-13,427,reference,,C15,76,1,472,140,170,,,,,43.90,41.40,36.90,35.00,32.90,32.20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
9,2013-03-19,7,reference,control,C16,11,1,147,60,80,22,,179,,11.60,10.00,7.65,4.90,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,To be planted - GT Eaten
10,2013-04-03,22,reference,control,C16,11,1,147,60,80,21,,,,12.50,10.65,8.10,5.25,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - GT Eaten
11,2013-04-16,35,reference,control,C16,11,1,147,60,80,20,,126,,12.80,10.95,8.20,5.30,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - GT Eaten. Branches have lost leaves
12,2013-04-30,49,reference,control,C16,11,1,147,60,80,17,,,,13.15,11.05,8.15,5.40,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,  no New growth
13,2013-05-14,63,reference,control,C16,11,1,147,60,80,17,,,,13.15,11.25,8.25,5.45,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth - maybe?
14,2013-05-28,77,reference,control,C16,11,1,147,60,80,17,,,,13.45,11.25,8.40,5.55,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth - maybe
15,2013-06-13,93,reference,control,C16,11,1,147,60,80,17,,,,13.50,11.25,8.50,5.50,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new growth
16,2013-06-26,106,reference,control,C16,11,1,147,60,80,17,,,,13.65,11.25,8.45,5.50,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new growth
17,2013-07-10,120,reference,control,C16,11,1,147,60,70,17,,,,13.80,11.40,8.50,5.60,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new growth 4 dead branches
18,2013-07-23,133,reference,control,C16,11,1,147,60,70,17,,,,13.80,11.40,8.35,5.55,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new growth 4 dead branches
19,2013-08-05,146,reference,control,C16,11,1,147,60,70,17,,,,13.85,11.45,8.65,5.80,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new grwoth
20,2013-08-20,161,reference,control,C16,11,1,145,55,70,17,0,,,14.05,12.00,9.00,6.30,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
21,2013-09-05,177,reference,control,C16,11,1,152,60,65,17,0,,,14.70,12.25,9.35,6.50,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
22,2013-09-17,189,reference,control,C16,11,1,159,60,70,18,,,,15.00,12.55,9.60,7.05,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,photo taken
23,2013-10-01,203,reference,control,C16,11,1,163,60,70,21,,,,15.25,12.90,9.90,7.80,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
24,2013-10-15,217,reference,control,C16,11,1,166,75,75,22,,,,16.60,14.10,11.10,9.05,5.90,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,reference,control,C16,11,1,173,75,75,26,,,,18.50,15.95,12.85,10.85,7.50,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
26,2013-11-12,245,reference,control,C16,11,1,190,100,90,,,,,19.95,17.40,14.20,12.45,9.25,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,GT eaten
27,2013-11-26,259,reference,control,C16,11,1,205,100,95,,,,,21.30,18.90,15.70,13.90,11.00,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
28,2013-12-10,273,reference,control,C16,11,1,214,100,105,,,,,23.55,20.90,18.00,16.00,13.30,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
29,2013-12-24,287,reference,control,C16,11,1,242,120,120,,,,,25.20,22.60,19.80,17.75,15.10,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
30,2014-01-07,301,reference,control,C16,11,1,267,135,120,,,,,27.55,25.05,22.15,20.25,17.90,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
31,2014-01-21,315,reference,control,C16,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2014-02-04,329,reference,control,C16,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2014-02-18,343,reference,,C16,11,1,348,165,170,,,,,36.80,33.10,29.80,27.00,24.90,22.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2014-03-04,357,reference,,C16,11,1,339,200,160,,,,,39.10,35.80,32.20,29.20,27.50,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Drooping
35,2014-03-19,372,reference,,C16,11,1,378,170,170,,,,,42.30,38.90,35.50,32.60,30.20,28.50,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
36,2014-04-01,385,reference,,C16,11,1,387,170,165,,,,,45.00,41.00,37.90,34.90,33.00,31.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
37,2014-04-16,400,reference,,C16,11,1,433,175,160,,,,,46.20,42.80,39.30,36.30,34.30,32.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
38,2014-04-29,413,reference,,C16,11,1,445,165,165,,,,,48.10,44.20,40.90,37.90,36.20,34.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
39,2014-05-13,427,reference,,C16,11,1,459,170,165,,,,,49.20,45.30,42.00,38.80,36.90,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
9,2013-03-19,7,reference,control,C17,5,1,127,,,12,,,,11.95,,7.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,To be planted - GT Eaten
10,2013-04-03,22,reference,control,C17,5,1,132,80,65,12,,,,12.65,11.45,8.20,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - new growing tip
11,2013-04-16,35,reference,control,C17,5,1,133,80,65,12,,144,,13.00,11.50,8.35,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - new growing tip
12,2013-04-30,49,reference,control,C17,5,1,133,80,65,11,,,,13.15,11.50,8.45,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2, Branches have lost leaves.
13,2013-05-14,63,reference,control,C17,5,1,133,80,65,11,,,,13.60,11.85,8.55,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth - maybe?
14,2013-05-28,77,reference,control,C17,5,1,133,80,65,11,,,,13.45,11.85,8.55,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,Some New growth - maybe
15,2013-06-13,93,reference,control,C17,5,1,133,80,65,11,,,,13.40,11.90,8.60,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,No new growth
16,2013-06-26,106,reference,control,C17,5,1,133,80,65,11,,,,13.45,11.80,8.75,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,No new growth
17,2013-07-10,120,reference,control,C17,5,1,133,70,65,12,,,,13.70,11.75,8.65,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new growth 1 dead branch
18,2013-07-23,133,reference,control,C17,5,1,133,70,65,12,,,,13.55,12.05,8.90,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new growth 1 dead branch
19,2013-08-05,146,reference,control,C17,5,1,133,70,65,12,,,,13.80,12.15,8.85,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No new grwoth
20,2013-08-20,161,reference,control,C17,5,1,133,70,65,12,0,,,14.20,12.50,8.85,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,
21,2013-09-05,177,reference,control,C17,5,1,137,50,80,12,6,,,14.75,12.95,9.80,5.50,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,
22,2013-09-17,189,reference,control,C17,5,1,144,65,75,14,,,,15.05,13.35,10.05,6.10,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,photo taken
23,2013-10-01,203,reference,control,C17,5,1,155,75,90,14,,,,15.50,13.75,11.10,7.55,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
24,2013-10-15,217,reference,control,C17,5,1,160,75,90,17,,,,16.90,15.25,12.55,9.20,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,reference,control,C17,5,1,170,80,90,17,,,,18.50,16.60,13.75,10.45,7.65,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
26,2013-11-12,245,reference,control,C17,5,1,186,80,95,,,,,19.75,17.55,14.75,11.70,9.15,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,GT eaten
27,2013-11-26,259,reference,control,C17,5,1,196,85,95,,,,,20.50,18.35,15.45,12.75,10.45,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
28,2013-12-10,273,reference,control,C17,5,1,215,80,100,,,,,21.60,19.40,16.40,14.35,12.95,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
29,2013-12-24,287,reference,control,C17,5,1,230,95,100,,,,,22.60,20.35,17.60,16.15,15.40,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,Leaves eaten
30,2014-01-07,301,reference,control,C17,5,1,248,95,110,,,,,23.95,21.65,18.95,18.15,17.25,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
31,2014-01-21,315,reference,control,C17,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2014-02-04,329,reference,control,C17,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2014-02-18,343,reference,,C17,5,1,253,130,135,,,,,30.50,27.80,24.00,22.80,19.80,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bendy and suckering at base
34,2014-03-04,357,reference,,C17,5,1,253,140,140,,,,,32.20,29.20,25.00,23.20,20.50,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Bendy and suckering at base
35,2014-03-19,372,reference,,C17,5,1,271,155,145,,,,,33.60,30.70,25.60,23.80,20.80,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Bendy and suckering at base
36,2014-04-01,385,reference,,C17,5,1,282,145,150,,,,,34.60,31.50,25.80,23.80,20.80,16.10,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Bendy and suckering at base
37,2014-04-16,400,reference,,C17,5,1,277,155,150,,,,,35.60,32.50,25.80,23.70,20.90,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Bendy and suckering at base. Caterpillar damage. GT eaten
38,2014-04-29,413,reference,,C17,5,1,282,155,160,,,,,36.90,33.40,25.90,23.80,20.90,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Bendy and suckering at base. Caterpillar damage. GT eaten
39,2014-05-13,427,reference,,C17,5,1,278,155,165,,,,,37.80,34.20,26.00,23.90,21.00,16.20,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Bendy and suckering at base. Caterpillar damage. GT eaten
9,2013-03-19,7,reference,control,C18,62,1,123,,,14,,,,10.00,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,To be planted - GT Eaten - branches have lost leaves
10,2013-04-03,22,reference,control,C18,62,1,129,80,50,14,,,,10.70,8.75,6.10,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - New growing tip
11,2013-04-16,35,reference,control,C18,62,1,132,80,50,14,2,121,,10.95,9.00,6.30,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Planted - New growing tip. Some new growth
12,2013-04-30,49,reference,control,C18,62,1,132,80,50,13,1,,,11.05,9.25,6.50,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some new growth  Branches have lost leaves.
13,2013-05-14,63,reference,control,C18,62,1,133,80,50,13,1,,,11.20,9.50,6.65,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth - maybe?
14,2013-05-28,77,reference,control,C18,62,1,134,80,50,13,1,,,11.45,9.80,6.85,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth - maybe
15,2013-06-13,93,reference,control,C18,62,1,136,80,50,13,1,,,12.00,10.30,7.15,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth
16,2013-06-26,106,reference,control,C18,62,1,138,80,50,13,1,,,11.95,10.20,7.30,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth
17,2013-07-10,120,reference,control,C18,62,1,139,55,50,13,1,,,11.70,10.30,7.50,5.30,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth 2 dead branches
18,2013-07-23,133,reference,control,C18,62,1,144,55,50,13,1,,,12.55,10.55,7.75,5.90,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth 2 dead branches
19,2013-08-05,146,reference,control,C18,62,1,148,55,55,13,1,,,12.75,11.00,8.30,6.05,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,Some New growth
20,2013-08-20,161,reference,control,C18,62,1,157,60,55,17,1,,,13.55,11.95,8.90,7.10,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
21,2013-09-05,177,reference,control,C18,62,1,164,65,70,17,5,,,13.95,11.70,9.75,7.55,5.25,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
22,2013-09-17,189,reference,control,C18,62,1,171,70,70,21,,,,14.35,12.85,9.65,8.75,6.70,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,photo taken
23,2013-10-01,203,reference,control,C18,62,1,181,95,90,23,,,,15.10,14.10,12.10,10.50,8.15,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
24,2013-10-15,217,reference,control,C18,62,1,186,100,90,25,,,,17.30,16.00,13.60,11.80,9.60,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
25,2013-10-30,232,reference,control,C18,62,1,198,100,95,30,,,,20.00,18.00,15.40,13.40,11.25,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
26,2013-11-12,245,reference,control,C18,62,1,217,110,110,,,,,22.35,19.80,16.90,14.75,13.05,10.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
27,2013-11-26,259,reference,control,C18,62,1,233,110,110,,,,,24.15,21.45,18.30,15.90,14.80,12.30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
28,2013-12-10,273,reference,control,C18,62,1,257,115,120,,,,,27.05,23.90,20.35,18.05,16.95,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,leaning
29,2013-12-24,287,reference,control,C18,62,1,270,125,125,,,,,29.90,26.40,22.95,20.80,20.00,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"leaning, leaves eaten"
30,2014-01-07,301,reference,control,C18,62,1,292,150,125,,,,,33.00,29.80,26.15,24.10,23.00,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
31,2014-01-21,315,reference,control,C18,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2014-02-04,329,reference,control,C18,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2014-02-18,343,reference,,C18,62,1,339,190,160,,,,,40.80,37.00,33.60,31.20,30.10,28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2014-03-04,357,reference,,C18,62,1,373,180,165,,,,,43.20,39.90,35.90,33.60,32.10,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
35,2014-03-19,372,reference,,C18,62,1,405,185,175,,,,,47.00,43.00,38.20,36.20,34.50,33.20,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,
36,2014-04-01,385,reference,,C18,62,1,438,185,195,,,,,49.80,45.40,40.30,38.10,36.30,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
37,2014-04-16,400,reference,,C18,62,1,449,190,185,,,,,52.30,48.00,42.30,40.20,38.10,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
38,2014-04-29,413,reference,,C18,62,1,462,195,185,,,,,56.00,51.30,44.30,42.30,40.00,39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
39,2014-05-13,427,reference,,C18,62,1,472,185,175,,,,,57.90,52.70,46.10,43.90,41.20,39.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
